"id";"title";"sentence";"subject1";"subject2";"subject3";"subject_notsure";"suggested_subject";"type1";"type2";"type3";"type_notsure";"suggested_type"
"126";"پيوند اعضاى حيوانات";"اگر عضوى از اعضاى حيوانات را به انسان پيوند بزنند، آيا اشكال دارد و حكم نجاست و طهارت آن عضو چگونه است؟";"مذهبی";"حیوانات";"حقوق/قانون";"0";;"نظر";"بله/خیر";;"0";
"127";"خريد و فروش پول";"آيا اجازه مى  فرماييد مثلاً؛ يك ميليون تومان را به يك ميليون و دويست هزار تومان به صورت نسيه بفروشيم كه شش ماه ديگر بگيريم؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"128";"خريد و فروش پول";"اگر نوزده هزار تومان اسكناس را به بيست هزار تومان مثلاً يك ساله بفروشند و جدا قصد خريد و فروش داشته باشند، اشكال دارد؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"129";"خريد و فروش ريال";"آيا خريد و فروش ريال به ريال جايز است؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"130";"فروش پول به قيمت بالاتر";"آيا مى  شود يكصد هرند افغانى را به يكصد و سى هزار آن به مدّت يك سال فروخت؟ آيا با چه چيز ضميمه بشود تا ربا پيش نيايد؟";"خرید";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"131";"عدم جريان احكام نقدين در مورد پول";"آيا احكام صرف (معامله  ى نقدين)، مانند وجوب قبض و اقباض در مجلس عقد، در مورد پول اعتبارى هم مترتّب است؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"132";"فروش دلار به ريال";"مبلغى دلار را مدّت دار به شركتى فروختم و در مقابل آن چك ريالى دريافت نمودم. آيا حكم ربا دارد؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"133";"فروش دلار به مبلغ بالاتر";"اگر در صرّافى اسكناس ـ مثلاً دلار ـ را نقد به نهصد تومان و نسيه به هزار تومان بفروشند، آيا اين معامله اشكال دارد؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"134";"تعويض پول اسكناس با سكّه";"تعويض پول اسكناس با سكّه ـ در صورتى كه پنجاه تومان اسكناس بدهد و در مقابل چهل و پنج تومان سكّه بگيرد ـ چه حكمى دارد؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"135";"مثلى بودن پول";"آيا پول از مثليّات است يا قيميّات، و اصولاً ملاك مثلى و قيمى چيست؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"136";"معامله با اسكناس تقلبى";"آيا معامله  ى با اسكناس تقلبى، شرعا جايز است؟ و با توجه به اين كه خود اين فرد در قبال اين اسكناس جنسى فروخته يا خدمتى انجام داده، وظيفه او چيست؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"137";"معامله  ى دام و حيوانات";"شخصى مقدارى گوسفند و دام را به دام پرور مى  دهد تا بعد از 6 ماه كه آن ها را پروار و چاق كرد، به جاى وزن زيادى، به جاى گوسفندها گوشت بپردازد، آيا جايز است؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"138";" خريد و فروش و خوردن حيوانات دريايى";"خريد و فروش و خوردن دلفين يا شير دريايى، خرچنگ و به طور كلى حيوانات دريايى، آيا جايز است؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"139";" خريد و فروش و خوردن حيوانات دريايى";"آيا آن دسته از آبزيان كه خوردن آن ها حرام است، هر چند زنده از آب گرفته شده باشد، به حكم ميته است ـ كه خريد و فروش آن ها جايز نباشد ـ ، با اين كه براى خوراك دام و طيور و بعض امور صنعتى از آن استفاده مى  شود؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"140";"خريد و فروش ماهى حرام";"آيا جايز است ماهى  هاى حرام را به كفّار بفروشند و پول حاصل از آن را مصرف كنند يا به حكومت اسلامى بدهند؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";;;"0";
"141";"خريد و فروش پرندگان و حيوانات وحشى";"خريد و فروش پرندگان و حيوانات وحشى و نگهدارى آن ها در قفس چه حكمى دارد؟";"مذهبی";"حقوق/قانون";"اقتصاد";"0";;"نظر";"بله/خیر";;"0";
"142";"حكم تماس با كافر اهل كتاب";"كافر چه كسى است؟ حكم تماس با اهل كتاب چيست؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";;;"0";
"143";"حكم تماس با كافر اهل كتاب";"مراد از اهل كتاب چه كسانى هستند؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";;;"0";
"144";"نظر اسلام در مورد اهل كتاب";"نظر اسلام را درباره ارمنى، مسيحى، كليمى، يهودى و زرتشتى بفرماييد.";"مذهبی";"حقوق/قانون";;"0";;"نظر";;;"0";
"145";"نظر اسلام در مورد اهل كتاب";"ارامنه اى كه در ايران زندگى مى كنند، چه حكمى دارند؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";;;"0";
"146";"ارتباط با مسيحيان";"حكم دست دادن با مسيحيان چيست؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";;;"0";
"147";"معاشرت با اهل كتاب";"آيا مى توان با اهل كتاب معاشرت داشت و از طعام آن ها استفاده كرد؟";"مذهبی";;;"0";;"نظر";"بله/خیر";;"0";
"148";"فرقه ى بهاييت";"معاشرت، غذا خوردن و رفت و آمد با فرقه بهاييّت چه حكمى دارد؟";"مذهبی";;;"0";;"نظر";;;"0";
"149";"نجاست ذاتى و ظاهرى";"چرا كسانى كه از دين اسلام خارج اند، نجس هستند؛ با اين كه مى بينيم بهداشت و نظافت را رعايت مى كنند؟";"مذهبی";;;"0";;"نظر";;;"0";
"150";"اهل حق";"اهل حقّ يا على اللهى ها پاك اند يا نجس؟";"مذهبی";;;"0";;"نظر";"بله/خیر";;"0";
"151";"عدم جواز ورود افراد غير مسلمان به حرم ها";"از آيا ورود افراد غير مسلمان در اماكن مقدسه مانند حرم امامان و حرم حضرت معصومه ـ عليهاالسّلام ـ جايز است؟";"مذهبی";;;"0";;"نظر";"بله/خیر";;"0";
"152";"فرقه هاى صوفيّه و دراويش";"فرقه هايى از قبيل صوفيه و دراويش حتى شيخيه با وجود افكار خاص و اعمال خاص، نجس اند يا پاك؟";"مذهبی";;;"0";;"نظر";;;"0";
"153";"مسلمانان غير شيعه";"كسانى كه شش امامى يا هفت امامى اند، يا فرقه هاى صوفيه و... آيا پاك هستند؟";"مذهبی";;;"0";;"نظر";"بله/خیر";;"0";
"154";"توهين به مقدسات";"آيا توهين و فحاشى به مقدسات مانند قرآن و معصومين «العياذ باللّه » باعث ارتداد مى شود؟ تكليف كسانى كه مى بينند مكرّر شخصى توهين مى كند چيست؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";"بله/خیر";;"0";
"155";"توهين به مقدسات";"ممكن است برخى افراد هنگام عصبانيت و يا در فشار مشكلات زبان به كفرگويى باز كنند، آيا اين افراد حكم مرتدّ را دارند و آيا سلب اختيار نسبت به اين افراد صادق است يا نه؟ و چنان چه بعد از رفع عصبانيت توبه كند مقبول است يا نه؟";"مذهبی";;;"0";;"نظر";;;"0";
"156";"پيوند زدن بدن كافر به مسلمان";"اگر جزيى از بدن كافر را به بدن مسلمانى پيوند بزنند چه حكمى دارد؟ پاك است يا نجس؟";"مذهبی";;;"0";;"نظر";"بله/خیر";;"0";
"157";"مخفى نمودن كفر و نجس شدن اشياى خانه";"شخصى قبلاً كافر بوده و اين كفر خويش را از خانواده اش كه مسلمان هستند مخفى نگه مى داشته، و بدين ترتيب باعث نجاست بسيارى از اشيا و اماكن مورد ابتلا شده حالا كه به اسلام برگشته تكليف چيست؟ با توجّه به اين كه تطهير آن همه ى اشيا عسر و حرج دارد و دليل آن را براى اطرافيان نمى شود توضيح داد.";"مذهبی";;;"0";;"نظر";"بله/خیر";;"0";
"158";"مرتدّ كيست؟";"مرتد به چه كسى مى گويند و آيا اگر فرد مسلمانى بخواهد به يكى از اديان پيامبران اولوالعزم بپيوندد، مرتد محسوب مى شود؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";"بله/خیر";;"0";
"159";"انتخاب دينى ديگر";"مسلمانى كه به دين ديگر بپيوندد، حكم دين در مورد او چيست و از لحاظ اخروى چه سرنوشتى دارد؟";"مذهبی";"حقوق/قانون";;"0";;"نظر";;;"0";
"160";"ریالی";"سپرده سرمایه گذاری بلند مدت اقساطی گنجینه سپهر چیست؟";"اقتصاد";;;"0";;"تعریف";;;"0";
"161";"ریالی";"سپرده قرض الحسنه پس اندازی آینده سازان را بیان کنید؟";"اقتصاد";;;"0";;"تعریف";"توضیح";;"0";
"162";"ریالی";"سپرده قرض الحسنه پس اندازی دانش آموزی چیست؟";"اقتصاد";;;"0";;"تعریف";"توضیح";;"0";
"163";"ریالی";"گواهی سپرده چه نوع سرمایه گذاری می باشد؟";"اقتصاد";;;"0";;"تعریف";"توضیح";;"0";
"164";;"در زمان عضويت برخي از مشخصات فردي را اشتباه وارد كرده ام. براي اصلاح آن چه كار كنم؟ ";;;;"1";;"توضیح";;;"0";
"165";;"در زمان عضويت ايميل را اشتباه وارد كرده ام. براي اصلاح آن چه كار كنم؟ ";;;;"1";;"توضیح";;;"0";
"166";;"به دليل بروز مشكل موفق به دريافت كدپيگيري ثبت نام نشده ام؛ چگونه ان را بدست اورم؟ ";;;;"1";;"توضیح";;;"0";
"167";;"براي طرح سوال يا برقراري ارتباط تلفني با سازمان سنجش چه كنم؟ ";"تحصیل";;;"0";;"توضیح";;;"0";
"168";;"رمز ورود به پروفايل در سيستم پاسخگويي را فراموش كرده ام. براي بازيابي چه كار كنم؟ ";;;;"1";;"توضیح";;;"0";
"169";;"شماره سريال ثبت نام چيست؟ ";;;;"1";;"توضیح";;;"0";
"170";;"شماره پيگيري پرداخت چيست؟ ";;;;"1";;"تعریف";"توضیح";;"0";
"171";;"سريال ثبت نام/علاقه مندي را به اشتباه خريداري کرده ام ";;;;"1";;"پیشنهاد";;;"0";
"172";;"شماره پرونده، شماره داوطلبي را فراموش كرده ام و نمي توانم كارت ورود به جلسه/اعلام نتيجه را مشاهده كنم؛ چگونه انها را بدست اورم؟ ";"تحصیل";;;"0";;"توضیح";;;"0";
"173";;"در سامانه پاسخگويي اينترنتي ، ثبت نام كرده ام و رمز ورود را نيز در ايميل دريافت كرده ام؛ اما نميتوانم واردسيستم بشوم. ";"تحصیل";"کامپیوتر/موبایل";;"0";;"توضیح";;;"0";
"174";;"رشته مورد تقاضا در دفترچه موجود است، اما در مرحله 3 ثبت نام، نمیتوانم آن را انتخاب کنم. ";"تحصیل";;;"0";;"توضیح";"پیشنهاد";;"0";
"175";;"در هنگام درج تاریخ با پیغام خطا مواجه می‌شوم. ";;;;"1";;"توضیح";;;"0";
"176";;"تمامی مدارک را بارگذاری کرده ام ، اما در صفحه آخر ثبت نام گواهی سابقه کار را نمیتوانم مشاهده کنم. ";"کار";;;"0";;"پیشنهاد";;;"0";
