;term;TF-IDF;num_q;f_in_q
1059;کنید;5675.65132182;147.0;[[160, 1], [544, 1], [901, 1], [909, 1], [918, 1], [935, 1], [938, 1], [941, 1], [955, 1], [957, 1], [985, 1], [987, 1], [989, 2], [1014, 1], [1017, 1], [1018, 1], [1024, 1], [1025, 1], [1026, 1], [1027, 1], [1030, 1], [1031, 1], [1036, 1], [1037, 1], [1047, 1], [1048, 1], [1051, 1], [1058, 1], [1070, 1], [1072, 1], [1084, 1], [1085, 1], [1098, 1], [1112, 1], [1116, 1], [1123, 1], [1135, 1], [1173, 1], [1213, 1], [1227, 1], [1229, 2], [1234, 1], [1247, 1], [1262, 1], [1267, 1], [1268, 1], [1278, 1], [1281, 1], [1287, 1], [1303, 1], [1312, 1], [1321, 1], [1333, 1], [1334, 1], [1342, 1], [1347, 1], [1352, 1], [1359, 1], [1371, 1], [1395, 1], [1398, 1], [1404, 1], [1417, 1], [1426, 2], [1429, 1], [1430, 1], [1436, 1], [1454, 1], [1462, 1], [1471, 1], [1493, 1], [1498, 1], [1514, 2], [1518, 1], [1520, 1], [1551, 1], [1564, 1], [1565, 1], [1569, 2], [1571, 1], [1572, 1], [1575, 1], [1576, 1], [1587, 1], [1590, 1], [1595, 1], [1607, 1], [1648, 1], [1668, 1], [1674, 1], [1677, 1], [1678, 1], [1698, 1], [1701, 1], [1702, 1], [1713, 1], [1715, 1], [1719, 1], [1724, 1], [1767, 1], [1774, 1], [1785, 1], [1793, 1], [1801, 1], [1811, 2], [1813, 1], [1826, 1], [1827, 1], [1831, 1], [1839, 1], [1840, 1], [1841, 1], [1842, 1], [1844, 1], [1851, 1], [1859, 1], [1863, 1], [1864, 1], [1865, 1], [1867, 1], [1869, 1], [1872, 1], [1883, 1], [1884, 1], [1885, 1], [1890, 1], [2022, 1], [2041, 1], [2055, 1], [2296, 1], [2297, 1], [2299, 1], [2504, 1], [2507, 1], [2528, 1], [2564, 1], [2675, 1], [2676, 2], [2679, 1], [2680, 1], [2681, 3], [2682, 1], [2683, 1], [2684, 1], [2685, 1], [2766, 1], [2787, 1]]
1060;دانش;1312.4548774;14.0;[[161, 1], [189, 1], [192, 1], [927, 1], [931, 1], [1335, 1], [1338, 1], [1343, 1], [1344, 1], [1361, 1], [1378, 1], [1492, 1], [2221, 1], [2789, 1]]
1061;آموزی;354.457729971;1.0;[[161, 1]]
1062;گواهی;727.349937367;5.0;[[162, 1], [175, 1], [498, 1], [1538, 1], [1748, 1]]
1063;عضويت;316.313657253;2.0;[[163, 1], [164, 1]]
1064;برخي;262.486229091;3.0;[[163, 1], [981, 1], [2337, 1]]
1065;مشخصات;905.575316335;9.0;[[163, 1], [689, 1], [763, 1], [1012, 1], [1017, 1], [1264, 1], [1265, 1], [1606, 1], [2040, 1]]
1066;فردي;335.747129686;4.0;[[163, 1], [917, 1], [1189, 1], [2493, 1]]
1067;وارد;1327.18051295;24.0;[[163, 1], [164, 1], [729, 1], [938, 1], [947, 1], [951, 1], [987, 1], [1013, 3], [1154, 1], [1176, 1], [1182, 1], [1230, 1], [1243, 1], [1485, 1], [1538, 1], [1542, 2], [1777, 1], [1877, 1], [2092, 1], [2565, 1], [2591, 1], [2654, 1], [2671, 1], [2693, 1]]
1068;ام;3821.8957859;99.0;[[163, 1], [164, 1], [165, 1], [167, 1], [170, 1], [171, 1], [172, 2], [175, 1], [502, 1], [512, 1], [513, 1], [544, 1], [548, 1], [732, 1], [815, 1], [902, 1], [907, 1], [919, 2], [922, 1], [926, 1], [927, 1], [930, 1], [933, 1], [939, 2], [940, 1], [941, 1], [945, 1], [958, 2], [959, 2], [966, 2], [969, 1], [970, 2], [1015, 1], [1016, 1], [1018, 2], [1019, 1], [1025, 1], [1027, 2], [1036, 2], [1037, 1], [1069, 1], [1071, 1], [1085, 1], [1098, 3], [1105, 2], [1149, 1], [1165, 1], [1167, 2], [1176, 1], [1182, 1], [1212, 2], [1213, 2], [1214, 1], [1232, 1], [1248, 1], [1268, 1], [1300, 2], [1332, 2], [1333, 1], [1338, 1], [1339, 1], [1344, 1], [1347, 1], [1348, 2], [1352, 1], [1371, 1], [1384, 1], [1387, 1], [1418, 1], [1433, 1], [1438, 4], [1467, 2], [1484, 1], [1501, 1], [1514, 1], [1518, 1], [1527, 1], [1529, 1], [1534, 2], [1547, 1], [1564, 1], [1569, 1], [1581, 1], [1592, 1], [1609, 1], [1631, 1], [1637, 1], [1686, 2], [1772, 1], [1804, 1], [1818, 1], [1829, 2], [1842, 1], [1854, 1], [1863, 1], [1877, 1], [2198, 1], [2323, 1], [2573, 1]]
1069;اصلاح;699.391311767;6.0;[[163, 1], [164, 1], [878, 1], [1007, 1], [1696, 1], [2140, 1]]
1070;كنم;2928.50614147;59.0;[[163, 1], [164, 1], [166, 1], [167, 1], [171, 1], [900, 1], [910, 3], [912, 2], [915, 1], [919, 1], [921, 2], [922, 2], [925, 2], [926, 3], [927, 1], [928, 1], [931, 2], [933, 1], [934, 1], [936, 1], [939, 3], [941, 1], [942, 2], [946, 1], [947, 1], [950, 2], [951, 2], [964, 2], [968, 1], [970, 1], [975, 1], [1113, 1], [1167, 1], [1174, 1], [1176, 1], [1185, 1], [1350, 1], [1361, 1], [1387, 1], [1421, 4], [1422, 1], [1431, 1], [1432, 2], [1433, 1], [1438, 2], [1439, 1], [1466, 1], [1563, 1], [1584, 2], [1633, 1], [1646, 1], [1845, 1], [1876, 1], [1978, 1], [1983, 1], [2405, 1], [2443, 1], [2492, 1], [2647, 1]]
1071;ايميل;339.961429896;3.0;[[164, 1], [172, 1], [2041, 1]]
1072;بروز;1416.12854267;12.0;[[165, 1], [224, 1], [870, 1], [1761, 1], [1947, 1], [1949, 1], [2131, 1], [2267, 1], [2269, 1], [2314, 1], [2606, 1], [2680, 1]]
1073;موفق;858.165098369;11.0;[[165, 1], [681, 1], [904, 1], [1213, 1], [1376, 1], [1379, 1], [1657, 1], [1774, 1], [1784, 1], [2505, 1], [2599, 1]]
1074;كدپيگيري;166.803637634;1.0;[[165, 1]]
1075;نشده;1190.81222457;13.0;[[165, 1], [360, 1], [548, 1], [690, 1], [741, 1], [912, 1], [927, 1], [1228, 1], [1312, 1], [1695, 1], [1888, 1], [2207, 1], [2486, 1]]
1076;ان;868.679345307;18.0;[[165, 1], [981, 1], [1366, 2], [1407, 2], [1516, 1], [1521, 1], [1522, 1], [1532, 1], [1537, 1], [1552, 1], [1603, 1], [1624, 1], [1678, 2], [1788, 1], [1852, 2], [1858, 1], [1899, 1], [1948, 1]]
1077;بدست;872.727271972;7.0;[[165, 1], [171, 1], [747, 1], [1358, 1], [2077, 1], [2294, 1], [2506, 1]]
1078;اورم;255.757352816;2.0;[[165, 1], [171, 1]]
1079;طرح;894.142498924;10.0;[[166, 1], [734, 1], [735, 1], [736, 1], [1022, 1], [1069, 3], [1149, 1], [2200, 1], [2201, 1], [2202, 1]]
1080;سوال;1555.6007395;48.0;[[166, 1], [554, 1], [933, 1], [1015, 1], [1038, 1], [1055, 1], [1060, 1], [1111, 1], [1219, 1], [1229, 1], [1306, 1], [1328, 1], [1337, 1], [1346, 1], [1351, 1], [1366, 1], [1367, 1], [1369, 2], [1396, 2], [1441, 1], [1467, 1], [1482, 1], [1505, 1], [1510, 1], [1521, 1], [1532, 1], [1544, 1], [1558, 3], [1559, 1], [1560, 2], [1607, 1], [1621, 1], [1636, 1], [1647, 1], [1676, 1], [1716, 2], [1725, 1], [1772, 1], [1785, 3], [1802, 1], [1805, 1], [1824, 1], [1835, 1], [1854, 1], [1859, 1], [1863, 1], [1878, 1], [2792, 1]]
1081;برقراري;236.305153314;1.0;[[166, 1]]
1082;ارتباط;2194.17581415;22.0;[[166, 1], [585, 1], [790, 1], [791, 1], [816, 1], [884, 1], [931, 1], [942, 1], [945, 1], [989, 1], [1126, 1], [1232, 1], [1310, 1], [1381, 1], [1484, 1], [1761, 1], [1840, 1], [2006, 1], [2145, 1], [2545, 1], [2599, 1], [2639, 1]]
1083;تلفني;236.305153314;1.0;[[166, 1]]
1084;سنجش;236.305153314;1.0;[[166, 1]]
1085;رمز;1526.50905434;14.0;[[167, 1], [172, 1], [358, 1], [433, 1], [568, 1], [569, 1], [690, 1], [1015, 1], [1245, 1], [1247, 1], [1249, 1], [1262, 1], [1861, 1], [1863, 4]]
1086;پروفايل;177.228864986;1.0;[[167, 1]]
1087;پاسخگويي;279.388612553;2.0;[[167, 1], [172, 1]]
1088;فراموش;768.542570267;14.0;[[167, 1], [171, 1], [569, 1], [904, 1], [933, 1], [935, 1], [937, 1], [945, 1], [1250, 1], [1379, 1], [1419, 1], [1438, 1], [1855, 1], [2681, 1]]
1089;بازيابي;177.228864986;1.0;[[167, 1]]
1090;سريال;752.87878751;2.0;[[168, 1], [170, 1]]
1091;پيگيري;710.127667335;2.0;[[169, 1], [1152, 1]]
1092;علاقه;1411.00659826;30.0;[[170, 1], [907, 2], [919, 1], [922, 1], [932, 1], [933, 1], [939, 1], [961, 2], [1075, 1], [1190, 3], [1231, 1], [1241, 1], [1242, 1], [1339, 1], [1352, 1], [1353, 1], [1376, 1], [1377, 2], [1384, 1], [1418, 2], [1555, 1], [1570, 1], [1603, 1], [1705, 1], [1840, 1], [1841, 1], [1843, 1], [1979, 1], [2540, 1], [2573, 1]]
1093;مندي;257.787439979;1.0;[[170, 1]]
1094;خريداري;569.417445377;3.0;[[170, 1], [233, 1], [599, 1]]
1095;کرده;2487.73230039;71.0;[[170, 1], [175, 1], [517, 1], [569, 1], [589, 1], [815, 1], [918, 1], [935, 1], [1013, 1], [1016, 1], [1044, 1], [1049, 1], [1058, 1], [1073, 1], [1075, 1], [1098, 2], [1105, 2], [1111, 1], [1128, 1], [1234, 1], [1268, 1], [1273, 1], [1333, 1], [1337, 1], [1348, 1], [1366, 1], [1384, 1], [1436, 1], [1485, 1], [1501, 3], [1503, 2], [1504, 2], [1506, 1], [1507, 1], [1514, 1], [1515, 1], [1516, 1], [1517, 2], [1520, 2], [1522, 1], [1524, 1], [1529, 1], [1530, 1], [1534, 2], [1542, 3], [1544, 1], [1558, 1], [1564, 1], [1602, 1], [1608, 1], [1609, 2], [1619, 1], [1620, 1], [1636, 1], [1685, 2], [1690, 1], [1701, 1], [1716, 1], [1722, 1], [1733, 1], [1763, 1], [1804, 2], [1847, 1], [1854, 1], [1855, 1], [2335, 1], [2573, 1], [2662, 1], [2680, 1], [2758, 1], [2776, 1]]
1096;داوطلبي;113.426473591;1.0;[[171, 1]]
1097;كارت;557.124036236;3.0;[[171, 1], [263, 1], [2752, 1]]
1098;اعلام;850.180560259;8.0;[[171, 1], [563, 1], [667, 1], [762, 1], [1111, 1], [1153, 1], [1227, 2], [1334, 1]]
1099;مشاهده;922.788456563;11.0;[[171, 1], [175, 1], [177, 1], [544, 1], [840, 1], [1504, 1], [1619, 1], [1673, 1], [1695, 1], [1805, 1], [2323, 1]]
1100;انها;308.24700261;5.0;[[171, 1], [1468, 1], [1538, 1], [1693, 1], [1843, 1]]
1101;اينترنتي;333.305713221;2.0;[[172, 1], [920, 1]]
1102;نيز;1090.38269562;16.0;[[172, 1], [198, 1], [209, 1], [210, 1], [285, 1], [900, 1], [922, 1], [981, 1], [1164, 1], [1167, 1], [1173, 1], [1190, 1], [1210, 1], [1866, 1], [1973, 1], [2694, 1]]
1103;نميتوانم;128.89371999;1.0;[[172, 1]]
1104;واردسيستم;128.89371999;1.0;[[172, 1]]
1105;بشوم;483.021522753;5.0;[[172, 1], [710, 1], [1367, 1], [1421, 1], [2177, 1]]
1106;رشته;1848.46880455;34.0;[[173, 1], [196, 1], [517, 1], [580, 1], [926, 1], [944, 1], [964, 1], [969, 1], [1213, 1], [1333, 1], [1336, 1], [1345, 1], [1347, 1], [1351, 1], [1352, 2], [1353, 3], [1356, 1], [1357, 1], [1359, 1], [1362, 1], [1364, 2], [1369, 1], [1372, 1], [1376, 6], [1377, 1], [1431, 1], [1498, 1], [1554, 1], [1564, 1], [1569, 1], [1576, 1], [1801, 1], [1802, 1], [1954, 1]]
1107;تقاضا;467.281539123;2.0;[[173, 1], [178, 1]]
1108;دفترچه;2451.53699055;16.0;[[173, 1], [177, 1], [513, 1], [521, 1], [522, 1], [523, 1], [524, 1], [525, 1], [526, 1], [527, 1], [528, 1], [529, 1], [530, 1], [531, 1], [536, 1], [576, 1]]
1109;3;1766.52323077;40.0;[[173, 1], [202, 1], [880, 1], [1075, 1], [1111, 1], [1176, 1], [1248, 1], [1265, 1], [1294, 1], [1306, 1], [1315, 1], [1316, 1], [1366, 1], [1390, 1], [1454, 1], [1458, 1], [1467, 1], [1520, 1], [1527, 2], [1536, 1], [1569, 1], [1600, 1], [1638, 1], [1650, 1], [1671, 1], [1680, 1], [1740, 1], [1762, 1], [1812, 1], [1826, 1], [1829, 1], [1831, 1], [1844, 1], [1877, 1], [1898, 1], [2045, 1], [2060, 1], [2142, 1], [2342, 1], [2784, 1]]
1110;نمیتوانم;906.174944202;7.0;[[173, 1], [175, 1], [177, 1], [544, 1], [1715, 1], [2314, 1], [2321, 1]]
1111;انتخاب;2235.19801014;29.0;[[173, 1], [281, 1], [706, 1], [720, 1], [818, 1], [829, 1], [987, 1], [1025, 1], [1058, 1], [1065, 1], [1069, 4], [1070, 1], [1072, 2], [1084, 1], [1146, 1], [1188, 1], [1366, 1], [1417, 1], [1424, 1], [1441, 1], [1566, 1], [1824, 1], [1844, 1], [1954, 1], [2120, 1], [2173, 1], [2187, 1], [2534, 1], [2736, 1]]
1112;کنم;17031.2338878;369.0;[[173, 1], [175, 1], [177, 1], [180, 1], [306, 1], [307, 1], [311, 1], [312, 1], [313, 1], [314, 1], [315, 1], [316, 1], [317, 1], [318, 1], [319, 1], [320, 1], [322, 1], [323, 1], [324, 1], [325, 1], [326, 1], [328, 1], [331, 1], [332, 1], [333, 1], [335, 1], [337, 1], [339, 1], [340, 1], [342, 1], [343, 1], [344, 1], [345, 1], [346, 1], [347, 1], [350, 1], [351, 1], [354, 1], [356, 1], [361, 1], [363, 1], [365, 1], [366, 1], [367, 1], [369, 1], [370, 1], [371, 1], [372, 1], [373, 1], [375, 1], [376, 1], [378, 1], [379, 1], [380, 1], [384, 1], [385, 1], [386, 1], [387, 1], [389, 1], [390, 1], [392, 1], [393, 1], [394, 1], [397, 1], [398, 1], [401, 1], [402, 1], [403, 1], [404, 1], [405, 1], [406, 1], [408, 1], [410, 1], [411, 1], [412, 1], [413, 1], [414, 1], [415, 1], [416, 1], [417, 1], [420, 1], [426, 1], [427, 1], [517, 1], [543, 1], [548, 1], [572, 1], [692, 1], [694, 1], [695, 1], [696, 1], [699, 1], [701, 1], [703, 1], [712, 1], [716, 1], [726, 1], [736, 1], [740, 1], [815, 1], [851, 1], [852, 1], [903, 1], [904, 2], [907, 1], [908, 1], [912, 1], [918, 2], [927, 2], [935, 3], [937, 1], [943, 1], [987, 1], [989, 1], [1011, 1], [1015, 2], [1017, 1], [1025, 1], [1027, 1], [1029, 1], [1030, 1], [1031, 1], [1035, 1], [1048, 1], [1069, 1], [1072, 1], [1074, 1], [1077, 1], [1078, 3], [1080, 1], [1084, 1], [1095, 1], [1105, 1], [1111, 1], [1116, 1], [1119, 1], [1122, 1], [1126, 1], [1127, 1], [1152, 2], [1209, 2], [1212, 2], [1213, 1], [1214, 1], [1217, 2], [1218, 1], [1220, 1], [1227, 2], [1230, 1], [1232, 1], [1235, 2], [1236, 1], [1240, 1], [1241, 1], [1242, 1], [1249, 1], [1251, 2], [1268, 1], [1269, 1], [1279, 1], [1280, 1], [1287, 2], [1295, 1], [1296, 1], [1297, 1], [1300, 1], [1302, 1], [1308, 1], [1310, 2], [1312, 2], [1314, 1], [1316, 1], [1317, 1], [1318, 1], [1319, 1], [1320, 1], [1329, 1], [1338, 1], [1340, 1], [1342, 1], [1344, 2], [1346, 1], [1347, 1], [1351, 1], [1352, 1], [1353, 1], [1358, 1], [1360, 2], [1364, 1], [1368, 4], [1371, 1], [1372, 2], [1374, 2], [1376, 1], [1379, 2], [1391, 2], [1394, 1], [1395, 3], [1399, 2], [1403, 1], [1404, 1], [1417, 1], [1418, 1], [1420, 1], [1436, 1], [1440, 1], [1458, 1], [1464, 1], [1467, 2], [1471, 2], [1482, 1], [1487, 1], [1489, 1], [1491, 1], [1492, 2], [1493, 1], [1498, 1], [1513, 2], [1514, 3], [1515, 1], [1518, 1], [1524, 2], [1529, 1], [1531, 1], [1540, 2], [1541, 2], [1542, 1], [1543, 1], [1544, 1], [1547, 2], [1552, 1], [1554, 1], [1567, 1], [1568, 1], [1569, 1], [1571, 1], [1572, 1], [1576, 2], [1577, 1], [1578, 2], [1580, 1], [1583, 1], [1587, 1], [1589, 1], [1595, 1], [1596, 1], [1601, 3], [1606, 1], [1608, 1], [1612, 2], [1622, 1], [1624, 2], [1632, 2], [1636, 1], [1645, 2], [1647, 1], [1649, 2], [1650, 1], [1661, 1], [1663, 1], [1664, 1], [1668, 2], [1669, 1], [1677, 1], [1678, 1], [1682, 1], [1698, 1], [1715, 1], [1719, 1], [1720, 1], [1725, 1], [1764, 1], [1769, 1], [1778, 2], [1788, 1], [1789, 2], [1790, 1], [1791, 1], [1802, 3], [1806, 1], [1820, 1], [1826, 1], [1828, 1], [1831, 1], [1836, 2], [1837, 1], [1838, 1], [1842, 1], [1844, 1], [1848, 3], [1851, 1], [1852, 1], [1853, 2], [1854, 1], [1855, 1], [1857, 1], [1858, 1], [1860, 2], [1861, 1], [1863, 1], [1871, 2], [1875, 1], [1881, 1], [1882, 1], [1884, 1], [1885, 1], [1886, 1], [1888, 2], [1896, 1], [1897, 1], [1899, 2], [1904, 1], [1954, 1], [1979, 1], [1980, 1], [1988, 1], [1992, 1], [2018, 1], [2027, 1], [2039, 1], [2041, 1], [2055, 1], [2159, 1], [2161, 1], [2162, 1], [2163, 1], [2166, 1], [2168, 1], [2170, 1], [2179, 1], [2183, 1], [2193, 1], [2202, 1], [2206, 1], [2216, 1], [2252, 1], [2302, 1], [2306, 1], [2308, 1], [2310, 1], [2311, 1], [2312, 1], [2314, 1], [2316, 1], [2319, 1], [2322, 1], [2331, 1], [2357, 1], [2375, 1], [2376, 1], [2377, 1], [2378, 1], [2391, 1], [2422, 1], [2482, 1], [2483, 1], [2523, 1], [2526, 2], [2530, 1], [2574, 1], [2626, 1], [2649, 1], [2656, 1], [2659, 1], [2662, 1], [2663, 1], [2740, 1], [2764, 1], [2782, 1]]
1113;درج;1039.86301093;8.0;[[174, 1], [547, 1], [671, 1], [672, 1], [677, 1], [678, 1], [1504, 1], [2042, 1]]
1114;تاریخ;1601.8824402;11.0;[[174, 1], [225, 1], [522, 1], [677, 1], [679, 1], [727, 1], [1365, 1], [1528, 1], [1537, 2], [1863, 1], [2194, 1]]
1115;پیغام;635.442257478;4.0;[[174, 1], [729, 1], [1869, 1], [2039, 1]]
1116;خطا;315.073537752;1.0;[[174, 1]]
1117;مواجه;932.416174788;9.0;[[174, 1], [287, 1], [729, 1], [939, 1], [959, 1], [1346, 1], [2025, 1], [2304, 1], [2311, 1]]
1118;می‌شوم;315.073537752;1.0;[[174, 1]]
1119;تمامی;434.174565437;5.0;[[175, 1], [1699, 1], [1891, 1], [1898, 1], [2349, 1]]
1120;مدارک;1125.33365962;8.0;[[175, 1], [577, 1], [1506, 6], [1523, 1], [2214, 1], [2217, 1], [2223, 1], [2231, 1]]
1121;بارگذاری;149.245359988;1.0;[[175, 1]]
1122;صفحه;1811.61379613;14.0;[[175, 1], [176, 1], [177, 1], [305, 1], [337, 1], [566, 1], [904, 1], [1085, 1], [1265, 1], [1379, 1], [1858, 1], [2300, 1], [2302, 1], [2313, 1]]
1123;آخر;807.165235225;12.0;[[175, 1], [176, 1], [943, 1], [1060, 1], [1302, 1], [1343, 1], [1359, 1], [1638, 1], [1729, 1], [1811, 1], [2278, 1], [2790, 1]]
1124;سابقه;1206.22184006;13.0;[[175, 1], [464, 1], [465, 1], [543, 1], [544, 1], [550, 1], [551, 2], [554, 1], [562, 1], [588, 1], [1149, 1], [1531, 2], [2622, 1]]
1125;کار;7848.70273608;137.0;[[175, 1], [342, 1], [353, 1], [382, 1], [420, 1], [500, 2], [502, 1], [509, 1], [517, 2], [518, 1], [519, 1], [521, 1], [524, 1], [529, 1], [548, 1], [549, 1], [581, 1], [588, 1], [768, 1], [771, 1], [772, 1], [795, 1], [810, 1], [852, 1], [923, 1], [935, 1], [943, 1], [983, 1], [987, 1], [1046, 1], [1099, 1], [1103, 1], [1108, 1], [1109, 1], [1110, 1], [1111, 1], [1119, 2], [1126, 1], [1149, 1], [1152, 1], [1162, 1], [1198, 1], [1271, 1], [1279, 1], [1290, 1], [1292, 1], [1317, 1], [1332, 1], [1351, 2], [1352, 1], [1368, 1], [1376, 1], [1393, 1], [1399, 1], [1474, 1], [1479, 1], [1480, 1], [1485, 3], [1502, 2], [1520, 2], [1524, 1], [1525, 1], [1540, 1], [1541, 1], [1545, 1], [1547, 2], [1567, 1], [1571, 1], [1572, 1], [1632, 1], [1645, 1], [1656, 1], [1664, 1], [1676, 3], [1679, 1], [1682, 2], [1684, 1], [1697, 1], [1699, 2], [1718, 1], [1747, 1], [1751, 1], [1842, 1], [1854, 1], [1869, 1], [1871, 1], [1883, 2], [1930, 1], [1935, 1], [2093, 1], [2094, 1], [2095, 1], [2103, 1], [2113, 2], [2122, 1], [2216, 1], [2239, 1], [2243, 1], [2244, 1], [2245, 2], [2247, 1], [2248, 1], [2249, 1], [2250, 1], [2252, 1], [2285, 1], [2286, 1], [2288, 2], [2289, 2], [2290, 1], [2292, 1], [2324, 1], [2334, 1], [2500, 2], [2503, 1], [2506, 1], [2523, 1], [2531, 1], [2614, 1], [2622, 2], [2623, 2], [2624, 2], [2625, 2], [2627, 4], [2628, 2], [2629, 1], [2630, 3], [2632, 1], [2633, 1], [2634, 3], [2635, 1], [2650, 1], [2651, 1], [2662, 1], [2718, 1], [2732, 2], [2742, 1]]
1126;زدن;1628.10409634;22.0;[[176, 1], [963, 1], [970, 1], [1283, 1], [1302, 1], [1504, 2], [1526, 1], [1527, 1], [1538, 1], [1680, 1], [1686, 1], [1690, 1], [1701, 1], [1703, 2], [1762, 1], [2298, 1], [2309, 1], [2400, 1], [2462, 1], [2533, 1], [2646, 1], [2786, 1]]
1127;کلید;539.171006681;2.0;[[176, 1], [804, 1]]
1128;پرینت;718.894675574;2.0;[[176, 2], [561, 1]]
1129;نمی‌توانم;275.854933651;2.0;[[176, 1], [1420, 1]]
1130;بگیرم;2040.41903864;38.0;[[176, 1], [568, 1], [700, 1], [721, 1], [723, 1], [901, 1], [963, 1], [1019, 1], [1033, 1], [1072, 1], [1084, 3], [1112, 1], [1212, 2], [1216, 1], [1287, 1], [1330, 1], [1331, 1], [1332, 1], [1337, 1], [1351, 1], [1360, 1], [1369, 1], [1436, 1], [1492, 1], [1508, 1], [1552, 1], [1562, 1], [1596, 1], [1668, 1], [1715, 1], [1827, 1], [1836, 1], [2017, 1], [2167, 1], [2188, 1], [2190, 1], [2527, 1], [2586, 1]]
1131;فرم;537.80977848;4.0;[[177, 1], [1017, 1], [1496, 1], [1766, 1]]
1132;10;1133.33576206;21.0;[[177, 1], [1075, 1], [1207, 1], [1287, 1], [1309, 1], [1376, 2], [1540, 1], [1541, 1], [1570, 1], [1655, 1], [1685, 1], [1826, 1], [1827, 1], [1831, 1], [1851, 1], [1870, 1], [1889, 1], [1896, 1], [1897, 1], [2362, 1], [2578, 1]]
1133;گزینه;428.798377585;3.0;[[178, 1], [1566, 2], [1829, 2]]
1134;استان;549.711029007;3.0;[[178, 1], [777, 1], [1364, 1]]
1135;سیستم;1613.68296792;16.0;[[178, 1], [797, 1], [896, 1], [1013, 1], [1261, 1], [1265, 1], [1527, 1], [1852, 1], [1855, 2], [1862, 1], [1877, 1], [2320, 1], [2728, 1], [2743, 1], [2744, 1], [2750, 1]]
1136;نمی‌یابم;354.457729971;1.0;[[178, 1]]
1137;مکان;964.91971913;5.0;[[179, 1], [416, 1], [1041, 1], [1057, 1], [2012, 1]]
1138;برگزاری;801.054067068;2.0;[[179, 1], [203, 1]]
1139;آزمون;1321.87657911;7.0;[[179, 1], [180, 1], [188, 1], [1113, 1], [1339, 1], [1363, 1], [1375, 2]]
1140;نمیدانم;539.597349906;5.0;[[179, 1], [544, 1], [1531, 1], [1559, 1], [1677, 1]]
1141;کارت;3376.36322554;24.0;[[180, 1], [190, 1], [329, 1], [365, 1], [430, 1], [431, 1], [432, 1], [433, 1], [434, 1], [445, 1], [580, 1], [713, 1], [1210, 2], [1512, 1], [1517, 1], [1540, 3], [1541, 3], [1795, 1], [1970, 2], [2044, 1], [2061, 1], [2180, 1], [2747, 1], [2753, 1]]
1142;زمانی;3980.71757431;38.0;[[180, 1], [218, 1], [479, 1], [508, 1], [668, 1], [672, 1], [685, 1], [707, 1], [725, 1], [734, 1], [807, 1], [837, 1], [898, 1], [1010, 1], [1052, 1], [1297, 1], [1396, 2], [1465, 1], [1479, 1], [1506, 2], [1522, 1], [1577, 2], [1847, 1], [1950, 1], [2064, 1], [2119, 1], [2124, 1], [2174, 1], [2192, 1], [2200, 1], [2266, 1], [2267, 1], [2284, 1], [2321, 1], [2392, 1], [2421, 1], [2447, 1], [2503, 1]]
1143;دریافت;6570.74024327;59.0;[[180, 1], [312, 1], [313, 1], [314, 1], [315, 1], [319, 1], [323, 1], [335, 1], [354, 1], [356, 1], [373, 1], [402, 1], [443, 1], [447, 1], [471, 1], [472, 1], [474, 1], [475, 1], [485, 1], [489, 1], [491, 1], [501, 1], [503, 1], [507, 1], [509, 1], [513, 1], [515, 1], [533, 1], [535, 1], [565, 1], [566, 1], [567, 1], [568, 1], [570, 1], [571, 1], [576, 1], [675, 1], [730, 1], [737, 1], [738, 1], [886, 1], [1034, 1], [1248, 1], [1403, 1], [1511, 1], [1527, 1], [1851, 1], [2093, 1], [2147, 1], [2196, 1], [2203, 1], [2204, 1], [2215, 1], [2288, 1], [2500, 1], [2546, 1], [2583, 1], [2628, 1], [2753, 1]]
1144;آموزش;3332.28104174;18.0;[[181, 1], [182, 1], [183, 1], [184, 1], [185, 2], [186, 2], [1002, 1], [1368, 2], [1435, 1], [1531, 3], [1792, 1], [1871, 1], [1956, 1], [2212, 1], [2568, 1], [2664, 1], [2795, 1], [2798, 1]]
1145;الکترونيکی;3449.17894245;14.0;[[181, 1], [182, 1], [183, 1], [184, 1], [185, 1], [186, 1], [187, 1], [189, 1], [191, 1], [193, 1], [194, 1], [198, 1], [199, 1], [205, 1]]
1146;مجازی;695.137547222;4.0;[[181, 1], [1181, 1], [1373, 1], [1854, 1]]
1147;مزايای;708.915459942;1.0;[[182, 1]]
