Unnamed: 0;id;title;sentence;subject1;subject2;subject3;subject_notsure;suggested_subject;type1;type2;type3;type_notsure;suggested_type;s1 score;s2 score;s3 score;t1 score;t2 score;t3 score;Avg_sbj_num;Avg_typ_num
113;114;فروختن اعضای میّت;آیا اولیای میّت، می توانند اعضای میّت را به بیماران نیازمند بفروشند؟ ;حقوق و قانون;مذهبی;;0;;بله/خیر;;;0;;29;18;0;19;0;0;2.0;1.33333333333
114;115;تشریح بدن مسلمان;آیا تشریح بدن میّت مسلمان جایز است؟ و اگر پیشبرد علم پزشکی مبتنی بر آن باشد، چه حکمی دارد؟;مذهبی;حقوق و قانون;;0;;بله/خیر;توضیح;;1;;29;28;0;19;19;0;2.33333333333;1.66666666667
115;116;استفاده از اعضای کسی که فوت مغزی نموده;آیا می توان اعضای شخصی را که دچار مرگ مغزی شده است (و از لحاظ پزشکی امیدی به زنده ماندن وی نیست، ولی برخی اعضا مثل قلب وی برای مدتی کار می کنند) به بیماری که محتاج است پیوند زد؟ (با توجه به این که در صورت صبر، ممکن است دیگر، قابل پیوند نباشند).;حقوق و قانون;;;0;;بله/خیر;;;0;;29;0;0;20;0;0;1.66666666667;1.33333333333
116;117;تشریح کسی که وصیت به تشریح نموده;آیا تشریح مسلمانی که وصیت کرده بعد از وفاتش، وی را تشریح کنند، جایز است؟;حقوق و قانون;مذهبی;;0;;بله/خیر;;;0;;29;28;0;29;0;0;2.0;1.66666666667
117;118;تشریح جسد مجهول الاسلام;اگر ندانیم جسدی که در اختیار ما است جسد یک مسلمان است یا کافر یا اهل کتاب، آیا مجازیم آن را تشریح نماییم؟;حقوق و قانون;مذهبی;;0;;بله/خیر;;;0;;29;28;0;29;0;0;2.0;1.66666666667
118;119;حرمت تشریح جسد مسلمان;آیا تفاوتی بین اهل تسنن و اهل تشیّع در عدم جواز تشریح جسد، وجود دارد؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;29;0;0;1.33333333333;1.66666666667
119;120;تشریح جسد اعدام شدگان;آیا می توان جسد افراد به ظاهر مسلمان (مسلمان شناسنامه ای) را که به خاطر ارتداد، فساد اخلاقی، قاچاق مواد مخدر، مسایل سیاسی و... اعدام شده اند، تشریح نمود؟;مذهبی;حقوق و قانون;;0;;بله/خیر;;;0;;30;27;0;29;0;0;2.0;1.66666666667
120;121;استفاده از اعضای میّت برای پیوند با اجازه ی ولیّ;اگر شخصی در طول زندگی اش نظر مخالف یا موافقی در مورد پیوند اعضایش نداشت، آیا پس از مرگش می توان با اجازه ی ولیّ وی چنین کاری را انجام داد؟;حقوق و قانون;مذهبی;;0;;بله/خیر;;;0;;29;19;0;29;0;0;1.66666666667;1.66666666667
121;122;اجازه ی ولی برای استفاده از اعضای میّت با عدم رضایت قبلی میّت;اگر شخصی از پیوند اعضای خود به دیگران پس از مرگش ناراضی باشد، ولی پس از وفاتش ولیّ وی مایل به این کار باشد، آیا می توان چنین کاری را انجام داد؟;حقوق و قانون;مذهبی;;0;;بله/خیر;;;0;;29;19;0;29;0;0;1.66666666667;1.66666666667
122;123;پیوند اعضا;اگر میّت در زمان حیات اجازه دهد که اعضای بدن او را پس از مرگ جدا کرده و به بیماران نیازمند پیوند بزنند، این عمل جایز است؟;حقوق و قانون;;;0;;بله/خیر;;;0;;29;0;0;20;0;0;1.33333333333;1.33333333333
123;124;وصیت میّت برای پیوند اعضا و عدم رضایت ولیّ;اگر شخصی وصیت کند بعد از وفاتش، اعضایش را به دیگران پیوند زنند، اما ولیّ وی پس از مرگش از این کار ناراضی باشد، آیا این کار را بدون اجازه ی ولی می توان انجام داد؟;حقوق و قانون;مذهبی;;0;;بله/خیر;;;0;;29;19;0;29;0;0;1.66666666667;1.66666666667
124;125;وصیت میّت برای پیوند اعضا بعد از موت;اگر شخصی وصیت کند بعد از وفاتش، اعضای قابل پیوندش را به بیماران پیوند زنند، آیا مجاز به این کار هستیم؟;حقوق و قانون;;;0;;بله/خیر;;;0;;29;0;0;29;0;0;1.33333333333;1.66666666667
125;126;پیوند اعضای حیوانات;اگر عضوی از اعضای حیوانات را به انسان پیوند بزنند، آیا اشکال دارد و حکم نجاست و طهارت آن عضو چگونه است؟;مذهبی;حقوق و قانون;;0;;بله/خیر;توضیح;;1;;30;17;0;19;19;0;2.0;1.66666666667
126;127;خرید و فروش پول;آیا اجازه می  فرمایید مثلاً. یک میلیون تومان را به یک میلیون و دویست هزار تومان به صورت نسیه بفروشیم که شش ماه دیگر بگیریم؟;مذهبی;حقوق و قانون;مالی و اقتصادی;0;;بله/خیر;;;0;;30;18;17;19;0;0;2.33333333333;1.33333333333
127;128;خرید و فروش پول;اگر نوزده هزار تومان اسکناس را به بیست هزار تومان مثلاً یک ساله بفروشند و جدا قصد خرید و فروش داشته باشند، اشکال دارد؟;مذهبی;حقوق و قانون;;0;;بله/خیر;;;0;;30;18;0;29;0;0;2.0;1.66666666667
128;129;خرید و فروش ریال;آیا خرید و فروش ریال به ریال جایز است؟;مذهبی;حقوق و قانون;;0;;بله/خیر;;;0;;30;18;0;29;0;0;2.0;1.66666666667
129;130;فروش پول به قیمت بالاتر;آیا می  شود یکصد هرند افغانی را به یکصد و سی هزار آن به مدّت یک سال فروخت؟ آیا با چه چیز ضمیمه بشود تا ربا پیش نیاید؟;حقوق و قانون;مذهبی;;1;;بله/خیر;توضیح;;1;;19;19;0;19;19;0;2.0;1.66666666667
130;131;عدم جریان احکام نقدین در مورد پول;آیا احکام صرف (معامله  ی نقدین)، مانند وجوب قبض و اقباض در مجلس عقد، در مورد پول اعتباری هم مترتّب است؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;29;0;0;1.66666666667;1.66666666667
131;132;فروش دلار به ریال;مبلغی دلار را مدّت دار به شرکتی فروختم و در مقابل آن چک ریالی دریافت نمودم. آیا حکم ربا دارد؟;مذهبی;حقوق و قانون;;0;;بله/خیر;;;0;;30;18;0;29;0;0;2.0;1.66666666667
132;133;فروش دلار به مبلغ بالاتر;اگر در صرّافی اسکناس ـ مثلاً دلار ـ را نقد به نهصد تومان و نسیه به هزار تومان بفروشند، آیا این معامله اشکال دارد؟;مذهبی;حقوق و قانون;;0;;بله/خیر;;;0;;30;18;0;29;0;0;2.0;1.66666666667
133;134;تعویض پول اسکناس با سکّه;تعویض پول اسکناس با سکّه ـ در صورتی که پنجاه تومان اسکناس بدهد و در مقابل چهل و پنج تومان سکّه بگیرد ـ چه حکمی دارد؟;مذهبی;حقوق و قانون;;0;;توضیح;;;0;;30;18;0;20;0;0;2.0;1.33333333333
134;135;مثلی بودن پول;آیا پول از مثلیّات است یا قیمیّات، و اصولاً ملاک مثلی و قیمی چیست؟;مذهبی;مالی و اقتصادی;;0;;توضیح;;;0;;30;17;0;19;0;0;2.0;1.66666666667
135;136;معامله با اسکناس تقلبی;آیا معامله  ی با اسکناس تقلبی، شرعا جایز است؟ و با توجه به این که خود این فرد در قبال این اسکناس جنسی فروخته یا خدمتی انجام داده، وظیفه او چیست؟;مذهبی;حقوق و قانون;;0;;بله/خیر;توضیح;;1;;30;18;0;19;19;0;2.0;1.66666666667
136;137;معامله  ی دام و حیوانات;شخصی مقداری گوسفند و دام را به دام پرور می  دهد تا بعد از 6 ماه که آن ها را پروار و چاق کرد، به جای وزن زیادی، به جای گوسفندها گوشت بپردازد، آیا جایز است؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;29;0;0;1.66666666667;1.66666666667
137;138; خرید و فروش و خوردن حیوانات دریایی;خرید و فروش و خوردن دلفین یا شیر دریایی، خرچنگ و به طور کلی حیوانات دریایی، آیا جایز است؟;مذهبی;حقوق و قانون;;0;;بله/خیر;;;0;;30;18;0;29;0;0;2.0;1.66666666667
138;139; خرید و فروش و خوردن حیوانات دریایی;آیا آن دسته از آبزیان که خوردن آن ها حرام است، هر چند زنده از آب گرفته شده باشد، به حکم میته است ـ که خرید و فروش آن ها جایز نباشد ـ ، با این که برای خوراک دام و طیور و بعض امور صنعتی از آن استفاده می  شود؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.66666666667;1.33333333333
139;140;خرید و فروش ماهی حرام;آیا جایز است ماهی  های حرام را به کفّار بفروشند و پول حاصل از آن را مصرف کنند یا به حکومت اسلامی بدهند؟;مذهبی;;;0;;;;;0;;30;0;0;0;0;0;1.66666666667;1.0
140;141;خرید و فروش پرندگان و حیوانات وحشی;خرید و فروش پرندگان و حیوانات وحشی و نگهداری آن ها در قفس چه حکمی دارد؟;مذهبی;حقوق و قانون;;0;;توضیح;;;0;;30;18;0;20;0;0;2.0;1.33333333333
141;142;حکم تماس با کافر اهل کتاب;کافر چه کسی است؟ حکم تماس با اهل کتاب چیست؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;19;0;0;1.33333333333;1.66666666667
142;143;حکم تماس با کافر اهل کتاب;مراد از اهل کتاب چه کسانی هستند؟;مذهبی;;;0;;;;;0;;30;0;0;0;0;0;1.33333333333;1.33333333333
143;144;نظر اسلام در مورد اهل کتاب;نظر اسلام را درباره ارمنی، مسیحی، کلیمی، یهودی و زرتشتی بفرمایید.;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.33333333333
144;145;نظر اسلام در مورد اهل کتاب;ارامنه ای که در ایران زندگی می کنند، چه حکمی دارند؟;مذهبی;حقوق و قانون;;0;;توضیح;;;0;;30;18;0;20;0;0;1.66666666667;1.0
145;146;ارتباط با مسیحیان;حکم دست دادن با مسیحیان چیست؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.0
146;147;معاشرت با اهل کتاب;آیا می توان با اهل کتاب معاشرت داشت و از طعام آن ها استفاده کرد؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.0;1.33333333333
147;148;فرقه ی بهاییت;معاشرت، غذا خوردن و رفت و آمد با فرقه بهاییّت چه حکمی دارد؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.0
148;149;نجاست ذاتی و ظاهری;چرا کسانی که از دین اسلام خارج اند، نجس هستند. با این که می بینیم بهداشت و نظافت را رعایت می کنند؟;مذهبی;;;0;;دلیل;;;0;;30;0;0;20;0;0;1.33333333333;1.0
149;150;اهل حق;اهل حقّ یا علی اللهی ها پاک اند یا نجس؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.33333333333;1.33333333333
150;151;عدم جواز ورود افراد غیر مسلمان به حرم ها;از آیا ورود افراد غیر مسلمان در اماکن مقدسه مانند حرم امامان و حرم حضرت معصومه ـ علیهاالسّلام ـ جایز است؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;29;0;0;1.0;1.66666666667
151;152;فرقه های صوفیّه و دراویش;فرقه هایی از قبیل صوفیه و دراویش حتی شیخیه با وجود افکار خاص و اعمال خاص، نجس اند یا پاک؟;مذهبی;;;0;;;;;0;;30;0;0;0;0;0;1.0;1.33333333333
152;153;مسلمانان غیر شیعه;کسانی که شش امامی یا هفت امامی اند، یا فرقه های صوفیه و... آیا پاک هستند؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;29;0;0;1.0;1.66666666667
153;154;توهین به مقدسات;آیا توهین و فحاشی به مقدسات مانند قرآن و معصومین «العیاذ باللّه » باعث ارتداد می شود؟ تکلیف کسانی که می بینند مکرّر شخصی توهین می کند چیست؟;مذهبی;;;0;;بله/خیر;توضیح;;1;;30;0;0;19;19;0;1.33333333333;1.66666666667
154;155;توهین به مقدسات;ممکن است برخی افراد هنگام عصبانیت و یا در فشار مشکلات زبان به کفرگویی باز کنند، آیا این افراد حکم مرتدّ را دارند و آیا سلب اختیار نسبت به این افراد صادق است یا نه؟ و چنان چه بعد از رفع عصبانیت توبه کند مقبول است یا نه؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;19;0;0;1.0;1.66666666667
155;156;پیوند زدن بدن کافر به مسلمان;اگر جزیی از بدن کافر را به بدن مسلمانی پیوند بزنند چه حکمی دارد؟ پاک است یا نجس؟;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.0;1.66666666667
156;157;مخفی نمودن کفر و نجس شدن اشیای خانه;شخصی قبلاً کافر بوده و این کفر خویش را از خانواده اش که مسلمان هستند مخفی نگه می داشته، و بدین ترتیب باعث نجاست بسیاری از اشیا و اماکن مورد ابتلا شده حالا که به اسلام برگشته تکلیف چیست؟ با توجّه به این که تطهیر آن همه ی اشیا عسر و حرج دارد و دلیل آن را برای اطرافیان نمی شود توضیح داد.;مذهبی;;;0;;توضیح;;;0;;30;0;0;20;0;0;1.33333333333;1.33333333333
157;158;مرتدّ کیست؟;مرتد به چه کسی می گویند و آیا اگر فرد مسلمانی بخواهد به یکی از ادیان پیامبران اولوالعزم بپیوندد، مرتد محسوب می شود؟;مذهبی;;;0;;بله/خیر;;;0;;30;0;0;28;0;0;1.33333333333;2.0
